STORE_LOCATION,PRODUCT_CATEGORY,TOTAL_REVENUE,TOTAL_QUANTITY_SOLD,NUMBER_OF_TRANSACTIONS,UNIQUE_PRODUCTS_SOLD,MONTH_ID,DAY_OF_WEEK,TIME_BUCKET
Astoria,Drinking Chocolate,73.75,18,12,4,2023-01-23,Mon,Afternoon
Astoria,Drinking Chocolate,54.5,14,9,4,2023-01-24,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,30.75,8,6,4,2023-01-25,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,40,10,7,4,2023-01-27,Fri,Afternoon
Astoria,Drinking Chocolate,84.75,20,13,4,2023-01-27,Fri,Afternoon
Astoria,Drinking Chocolate,47,12,8,4,2023-01-28,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,28.5,7,5,4,2023-01-28,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,49.25,12,7,4,2023-01-29,Sun,Afternoon
Astoria,Drinking Chocolate,77.75,18,12,4,2023-01-29,Sun,Afternoon
Astoria,Drinking Chocolate,78,19,12,4,2023-02-01,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,78.25,20,14,4,2023-02-01,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,40,10,7,4,2023-02-01,Wed,Afternoon
Astoria,Drinking Chocolate,96.5,23,16,4,2023-02-02,Thu,Afternoon
Astoria,Drinking Chocolate,96.5,23,18,4,2023-02-03,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,49.25,12,9,4,2023-02-03,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,32,8,6,4,2023-02-03,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,59.5,15,11,4,2023-02-04,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,67.5,16,10,4,2023-02-04,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,43,10,7,4,2023-02-05,Sun,Afternoon
Astoria,Drinking Chocolate,69.75,18,11,4,2023-02-05,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,85,21,14,4,2023-02-06,Mon,Afternoon
Astoria,Drinking Chocolate,34.5,8,5,4,2023-02-07,Tue,Afternoon
Astoria,Drinking Chocolate,51.75,13,8,4,2023-02-08,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,25.75,6,5,4,2023-02-09,Thu,Afternoon
Astoria,Drinking Chocolate,21,5,4,4,2023-02-12,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,53.5,13,7,4,2023-02-13,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,37.5,9,6,4,2023-02-13,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,27.75,7,7,4,2023-02-18,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,36.5,9,7,4,2023-02-19,Sun,Afternoon
Astoria,Drinking Chocolate,33,8,5,4,2023-02-19,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,53.75,13,7,4,2023-02-18,Sat,Afternoon
Astoria,Drinking Chocolate,81,20,11,4,2023-02-22,Wed,Afternoon
Astoria,Drinking Chocolate,72.5,17,11,4,2023-02-23,Thu,Afternoon
Astoria,Drinking Chocolate,86,20,13,4,2023-02-24,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,49.5,12,7,4,2023-02-25,Sat,Afternoon
Astoria,Drinking Chocolate,54.25,13,7,4,2023-02-25,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,25,6,5,4,2023-02-25,Sat,Afternoon
Astoria,Drinking Chocolate,41.5,10,7,4,2023-02-27,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,56.25,13,9,4,2023-02-28,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,39.75,10,6,4,2023-02-28,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,52,13,7,4,2023-03-01,Wed,Afternoon
Astoria,Drinking Chocolate,50.75,13,10,4,2023-03-01,Wed,Afternoon
Astoria,Drinking Chocolate,85,21,16,4,2023-03-02,Thu,Afternoon
Astoria,Drinking Chocolate,91.5,22,16,4,2023-03-03,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,68.75,16,10,4,2023-03-03,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,56.5,13,8,4,2023-03-03,Fri,Afternoon
Astoria,Drinking Chocolate,104.75,25,16,4,2023-03-04,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,59.5,15,11,4,2023-03-04,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,75.25,18,11,4,2023-03-04,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,77.5,18,12,4,2023-03-05,Sun,Afternoon
Astoria,Drinking Chocolate,124.75,32,19,4,2023-03-05,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,37.5,9,7,4,2023-03-05,Sun,Afternoon
Astoria,Drinking Chocolate,91.5,21,14,4,2023-03-06,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,58,14,9,4,2023-03-06,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,28.5,7,5,4,2023-03-09,Thu,Afternoon
Astoria,Drinking Chocolate,51.25,13,7,4,2023-03-10,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,39.75,10,6,4,2023-03-11,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,39.75,10,7,4,2023-03-12,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,82.5,22,13,4,2023-03-13,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,49.5,12,6,4,2023-03-13,Mon,Afternoon
Astoria,Drinking Chocolate,48,11,7,4,2023-03-13,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,60.5,14,10,4,2023-03-15,Wed,Afternoon
Astoria,Drinking Chocolate,36.75,9,6,4,2023-03-15,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,36.25,9,8,4,2023-03-15,Wed,Afternoon
Astoria,Drinking Chocolate,41,10,6,4,2023-03-18,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,58.25,14,11,4,2023-03-18,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,60.5,14,9,4,2023-03-22,Wed,Afternoon
Astoria,Drinking Chocolate,61.25,15,9,4,2023-03-22,Wed,Afternoon
Astoria,Drinking Chocolate,83.5,21,14,4,2023-03-23,Thu,Afternoon
Astoria,Drinking Chocolate,33.5,8,5,4,2023-03-24,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,45,11,6,4,2023-03-24,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,48,11,7,4,2023-03-25,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,41.5,10,6,4,2023-03-25,Sat,Afternoon
Astoria,Drinking Chocolate,51,12,7,4,2023-03-25,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,42,10,7,4,2023-03-27,Mon,Afternoon
Astoria,Drinking Chocolate,74,18,11,4,2023-03-27,Mon,Afternoon
Astoria,Drinking Chocolate,59.75,14,10,4,2023-03-28,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,42,10,7,4,2023-03-29,Wed,Afternoon
Astoria,Drinking Chocolate,37.25,9,6,4,2023-03-30,Thu,Afternoon
Astoria,Drinking Chocolate,52.75,13,9,4,2023-03-31,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,95.5,24,16,4,2023-04-01,Sat,Afternoon
Astoria,Drinking Chocolate,65.5,16,12,4,2023-04-01,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,47,11,8,4,2023-04-01,Sat,Afternoon
Astoria,Drinking Chocolate,124.75,30,23,4,2023-04-02,Sun,Afternoon
Astoria,Drinking Chocolate,121,28,19,4,2023-04-03,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,71.75,17,12,4,2023-04-03,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,60.75,14,10,4,2023-04-03,Mon,Afternoon
Astoria,Drinking Chocolate,128,31,20,4,2023-04-04,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,78,20,14,4,2023-04-04,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,81.25,20,12,4,2023-04-04,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,52.25,12,8,4,2023-04-05,Wed,Afternoon
Astoria,Drinking Chocolate,122,31,17,4,2023-04-05,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,81.75,19,12,4,2023-04-05,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,72.75,17,11,4,2023-04-06,Thu,Afternoon
Astoria,Drinking Chocolate,104.25,24,16,4,2023-04-06,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,63,15,9,4,2023-04-07,Fri,Afternoon
Astoria,Drinking Chocolate,83,21,14,4,2023-04-08,Sat,Afternoon
Astoria,Drinking Chocolate,45.5,11,7,4,2023-04-12,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,53.25,13,9,4,2023-04-12,Wed,Afternoon
Astoria,Drinking Chocolate,48.25,11,7,4,2023-04-13,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,33,8,7,4,2023-04-14,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,84.25,20,14,4,2023-04-15,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,25.5,6,5,4,2023-04-17,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,61.25,15,10,4,2023-04-18,Tue,Afternoon
Astoria,Drinking Chocolate,29.25,7,5,4,2023-04-18,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,44.25,11,8,4,2023-04-19,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,25.75,6,5,4,2023-04-21,Fri,Afternoon
Astoria,Drinking Chocolate,79.5,20,12,4,2023-04-22,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,28.5,7,5,4,2023-04-22,Sat,Afternoon
Astoria,Drinking Chocolate,81.25,20,14,4,2023-04-23,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,47.75,11,6,4,2023-04-23,Sun,Afternoon
Astoria,Drinking Chocolate,122.25,30,21,4,2023-04-24,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,52,12,8,4,2023-04-25,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,62,15,9,4,2023-04-25,Tue,Afternoon
Astoria,Drinking Chocolate,72.25,18,13,4,2023-04-25,Tue,Afternoon
Astoria,Drinking Chocolate,66.5,16,11,4,2023-04-26,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,49.5,12,11,4,2023-04-27,Thu,Afternoon
Astoria,Drinking Chocolate,101,24,16,4,2023-04-27,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,100,24,17,4,2023-04-28,Fri,Afternoon
Astoria,Drinking Chocolate,59.25,15,11,4,2023-04-28,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,39.25,9,7,4,2023-04-28,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,43,10,7,4,2023-04-29,Sat,Afternoon
Astoria,Drinking Chocolate,108,24,15,4,2023-04-29,Sat,Afternoon
Astoria,Drinking Chocolate,125.5,31,22,4,2023-05-01,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,106.75,27,18,4,2023-05-01,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,51,12,10,4,2023-05-02,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,70,17,13,4,2023-05-02,Tue,Afternoon
Astoria,Drinking Chocolate,154.75,36,25,4,2023-05-02,Tue,Afternoon
Astoria,Drinking Chocolate,147.5,35,27,4,2023-05-03,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,90.25,20,14,4,2023-05-03,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,41.5,10,7,4,2023-05-03,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,98.75,24,15,4,2023-05-04,Thu,Afternoon
Astoria,Drinking Chocolate,149,36,22,4,2023-05-04,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,95.25,24,15,4,2023-05-04,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,86.75,20,13,4,2023-05-05,Fri,Afternoon
Astoria,Drinking Chocolate,189.25,46,27,4,2023-05-05,Fri,Afternoon
Astoria,Drinking Chocolate,115.75,28,20,4,2023-05-06,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,153.25,38,24,4,2023-05-06,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,101.25,24,16,4,2023-05-05,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,57.5,13,8,4,2023-05-07,Sun,Afternoon
Astoria,Drinking Chocolate,112.5,27,17,4,2023-05-08,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,46.75,11,7,4,2023-05-08,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,55.75,14,9,4,2023-05-09,Tue,Afternoon
Astoria,Drinking Chocolate,46.75,11,8,4,2023-05-09,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,46.5,11,6,4,2023-05-09,Tue,Afternoon
Astoria,Drinking Chocolate,62.25,16,9,4,2023-05-10,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,31.75,8,7,4,2023-05-10,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,54.75,13,9,4,2023-05-11,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,39.75,10,7,4,2023-05-12,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,63.25,15,9,4,2023-05-13,Sat,Afternoon
Astoria,Drinking Chocolate,46.75,11,6,4,2023-05-13,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,32,8,8,4,2023-05-14,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,50.75,12,11,4,2023-05-15,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,82.25,19,12,4,2023-05-15,Mon,Afternoon
Astoria,Drinking Chocolate,55.5,14,9,4,2023-05-15,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,62.75,15,11,4,2023-05-16,Tue,Afternoon
Astoria,Drinking Chocolate,56.25,13,9,4,2023-05-16,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,50.25,12,9,4,2023-05-16,Tue,Afternoon
Astoria,Drinking Chocolate,54.75,13,9,4,2023-05-18,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,93.5,22,15,4,2023-05-18,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,71.25,18,14,4,2023-05-18,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,56.25,14,10,4,2023-05-19,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,57.75,14,10,4,2023-05-20,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,43.5,10,8,4,2023-05-21,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,25,6,4,4,2023-05-21,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,53,12,8,4,2023-05-22,Mon,Afternoon
Astoria,Drinking Chocolate,84,21,12,4,2023-05-22,Mon,Afternoon
Astoria,Drinking Chocolate,85,20,13,4,2023-05-23,Tue,Afternoon
Astoria,Drinking Chocolate,106.5,26,17,4,2023-05-24,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,80.75,19,11,4,2023-05-24,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,37.5,9,6,4,2023-05-25,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,67.25,16,10,4,2023-05-25,Thu,Afternoon
Astoria,Drinking Chocolate,110.25,27,16,4,2023-05-25,Thu,Afternoon
Astoria,Drinking Chocolate,74.75,18,15,4,2023-05-26,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,81.5,20,15,4,2023-05-27,Sat,Afternoon
Astoria,Drinking Chocolate,93.25,23,14,4,2023-05-27,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,79.5,19,13,4,2023-05-28,Sun,Afternoon
Astoria,Drinking Chocolate,96.75,24,19,4,2023-05-28,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,64.5,16,11,4,2023-05-28,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,67.25,16,10,4,2023-05-29,Mon,Afternoon
Astoria,Drinking Chocolate,134.25,31,21,4,2023-05-29,Mon,Afternoon
Astoria,Drinking Chocolate,100.25,23,17,4,2023-05-30,Tue,Afternoon
Astoria,Drinking Chocolate,50,12,8,4,2023-05-31,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,20.25,5,5,4,2023-05-31,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,27.5,7,6,4,2023-05-31,Wed,Afternoon
Astoria,Drinking Chocolate,116.5,29,20,4,2023-06-01,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,129.75,32,21,4,2023-06-01,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,103.75,24,16,4,2023-06-01,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,100.5,24,15,4,2023-06-02,Fri,Afternoon
Astoria,Drinking Chocolate,203.5,48,31,4,2023-06-02,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,76.75,19,15,4,2023-06-02,Fri,Afternoon
Astoria,Drinking Chocolate,164,39,28,4,2023-06-03,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,101,24,17,4,2023-06-03,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,72.5,17,13,4,2023-06-03,Sat,Afternoon
Astoria,Drinking Chocolate,156.25,37,23,4,2023-06-04,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,85.75,22,14,4,2023-06-04,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,94.25,22,14,4,2023-06-04,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,104.25,24,15,4,2023-06-05,Mon,Afternoon
Astoria,Drinking Chocolate,197.25,48,29,4,2023-06-05,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,72.75,17,12,4,2023-06-05,Mon,Afternoon
Astoria,Drinking Chocolate,133.75,33,22,4,2023-06-06,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,69.25,17,11,4,2023-06-06,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,63,15,9,4,2023-06-07,Wed,Afternoon
Astoria,Drinking Chocolate,93.25,23,15,4,2023-06-08,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,43.5,10,7,4,2023-06-08,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,43.75,10,7,4,2023-06-08,Thu,Afternoon
Lower Manhattan,Drinking Chocolate,55.25,14,9,4,2023-06-09,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,66.75,16,9,4,2023-06-09,Fri,Afternoon
Astoria,Drinking Chocolate,34,8,6,4,2023-06-09,Fri,Afternoon
Astoria,Drinking Chocolate,53,13,8,4,2023-06-10,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,52.25,13,9,4,2023-06-11,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,75,19,13,4,2023-06-12,Mon,Afternoon
Lower Manhattan,Drinking Chocolate,111.75,29,17,4,2023-06-13,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,86.5,21,12,4,2023-06-13,Tue,Afternoon
Astoria,Drinking Chocolate,73.5,17,11,4,2023-06-13,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,44,11,10,4,2023-06-14,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,42.25,10,9,4,2023-06-15,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,91,22,15,4,2023-06-15,Thu,Afternoon
Astoria,Drinking Chocolate,44.25,11,7,4,2023-06-15,Thu,Afternoon
Hell's Kitchen,Drinking Chocolate,65,16,11,4,2023-06-16,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,75.25,18,15,4,2023-06-16,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,99.25,24,15,4,2023-06-18,Sun,Afternoon
Astoria,Drinking Chocolate,67.5,16,11,4,2023-06-18,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,61.75,15,12,4,2023-06-18,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,65.75,16,12,4,2023-06-19,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,35.25,8,5,4,2023-06-19,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,63.5,16,11,4,2023-06-20,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,43.5,10,8,4,2023-06-21,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,37.5,9,6,4,2023-06-21,Wed,Afternoon
Astoria,Drinking Chocolate,71,16,11,4,2023-06-21,Wed,Afternoon
Hell's Kitchen,Drinking Chocolate,79.25,18,12,4,2023-06-22,Thu,Afternoon
Astoria,Drinking Chocolate,106,26,15,4,2023-06-22,Thu,Afternoon
Astoria,Drinking Chocolate,109.75,27,17,4,2023-06-23,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,56.25,13,7,4,2023-06-23,Fri,Afternoon
Astoria,Drinking Chocolate,136.75,34,23,4,2023-06-24,Sat,Afternoon
Lower Manhattan,Drinking Chocolate,52.75,12,7,4,2023-06-24,Sat,Afternoon
Hell's Kitchen,Drinking Chocolate,63.75,15,11,4,2023-06-25,Sun,Afternoon
Lower Manhattan,Drinking Chocolate,46.25,11,8,4,2023-06-25,Sun,Afternoon
Astoria,Drinking Chocolate,120.5,29,17,4,2023-06-25,Sun,Afternoon
Hell's Kitchen,Drinking Chocolate,42,10,8,4,2023-06-26,Mon,Afternoon
Astoria,Drinking Chocolate,83.75,20,14,4,2023-06-26,Mon,Afternoon
Hell's Kitchen,Drinking Chocolate,76.75,19,13,4,2023-06-27,Tue,Afternoon
Astoria,Drinking Chocolate,132.5,32,20,4,2023-06-27,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,143.25,34,21,4,2023-06-28,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,60.75,15,11,4,2023-06-28,Wed,Afternoon
Astoria,Drinking Chocolate,71.5,18,13,4,2023-06-28,Wed,Afternoon
Lower Manhattan,Drinking Chocolate,72.25,17,11,4,2023-06-29,Thu,Afternoon
Astoria,Drinking Chocolate,127.75,29,20,4,2023-06-29,Thu,Afternoon
Astoria,Drinking Chocolate,43.75,11,7,4,2023-06-30,Fri,Afternoon
Astoria,Drinking Chocolate,43,10,7,4,2023-01-03,Tue,Evening
Hell's Kitchen,Drinking Chocolate,34.5,8,6,4,2023-01-04,Wed,Evening
Astoria,Drinking Chocolate,24.75,6,4,4,2023-01-08,Sun,Evening
Hell's Kitchen,Drinking Chocolate,28.5,7,4,4,2023-01-30,Mon,Evening
Astoria,Drinking Chocolate,46.25,12,7,4,2023-02-03,Fri,Evening
Astoria,Drinking Chocolate,38.25,9,6,4,2023-02-07,Tue,Evening
Astoria,Drinking Chocolate,29.5,7,4,4,2023-02-22,Wed,Evening
Hell's Kitchen,Drinking Chocolate,41.75,10,6,4,2023-03-03,Fri,Evening
Astoria,Drinking Chocolate,51.75,13,8,4,2023-03-23,Thu,Evening
Astoria,Drinking Chocolate,52.25,12,9,4,2023-04-01,Sat,Evening
Astoria,Drinking Chocolate,38,9,6,4,2023-04-02,Sun,Evening
Astoria,Drinking Chocolate,58,14,9,4,2023-04-03,Mon,Evening
Astoria,Drinking Chocolate,53,13,9,4,2023-04-05,Wed,Evening
Astoria,Drinking Chocolate,44.75,11,7,4,2023-04-23,Sun,Evening
Astoria,Drinking Chocolate,33.25,8,6,4,2023-04-25,Tue,Evening
Astoria,Drinking Chocolate,29.25,7,4,4,2023-04-27,Thu,Evening
Astoria,Drinking Chocolate,50,12,7,4,2023-04-29,Sat,Evening
Astoria,Drinking Chocolate,37,9,6,4,2023-05-02,Tue,Evening
Hell's Kitchen,Drinking Chocolate,52,12,7,4,2023-05-02,Tue,Evening
Hell's Kitchen,Drinking Chocolate,45.5,11,7,4,2023-05-03,Wed,Evening
Astoria,Drinking Chocolate,62,16,11,4,2023-05-03,Wed,Evening
Hell's Kitchen,Drinking Chocolate,25.5,6,5,4,2023-05-04,Thu,Evening
Astoria,Drinking Chocolate,25.75,6,5,4,2023-05-07,Sun,Evening
Astoria,Drinking Chocolate,34,8,5,4,2023-05-22,Mon,Evening
Astoria,Drinking Chocolate,48.25,12,8,4,2023-05-23,Tue,Evening
Astoria,Drinking Chocolate,39.5,10,6,4,2023-05-25,Thu,Evening
Astoria,Drinking Chocolate,25.75,6,4,4,2023-05-27,Sat,Evening
Astoria,Drinking Chocolate,39.25,9,6,4,2023-05-29,Mon,Evening
Hell's Kitchen,Drinking Chocolate,43,10,6,4,2023-06-02,Fri,Evening
Astoria,Drinking Chocolate,97.5,24,16,4,2023-06-03,Sat,Evening
Astoria,Drinking Chocolate,40,10,7,4,2023-06-25,Sun,Evening
Astoria,Drinking Chocolate,45.25,11,7,4,2023-06-29,Thu,Evening
Hell's Kitchen,Drinking Chocolate,33,8,5,4,2023-06-29,Thu,Evening
Lower Manhattan,Flavours,8,10,5,4,2023-01-15,Sun,Afternoon
Lower Manhattan,Flavours,10.4,13,9,4,2023-01-19,Thu,Afternoon
Astoria,Flavours,6.4,8,5,4,2023-01-21,Sat,Evening
Lower Manhattan,Flavours,8,10,7,4,2023-01-25,Wed,Afternoon
Hell's Kitchen,Flavours,4.8,6,4,4,2023-01-27,Fri,Afternoon
Lower Manhattan,Flavours,8,10,8,4,2023-02-19,Sun,Afternoon
Lower Manhattan,Flavours,13.6,17,11,4,2023-02-18,Sat,Afternoon
Hell's Kitchen,Flavours,6.4,8,5,4,2023-02-20,Mon,Evening
Hell's Kitchen,Flavours,8,10,6,4,2023-02-21,Tue,Afternoon
Lower Manhattan,Flavours,4,5,4,4,2023-02-21,Tue,Afternoon
Lower Manhattan,Flavours,6.4,8,6,4,2023-02-23,Thu,Afternoon
Hell's Kitchen,Flavours,7.2,9,7,4,2023-03-07,Tue,Afternoon
Lower Manhattan,Flavours,17.6,22,9,4,2023-03-11,Sat,Afternoon
Astoria,Flavours,9.6,12,7,4,2023-03-11,Sat,Afternoon
Hell's Kitchen,Flavours,9.6,12,8,4,2023-03-12,Sun,Afternoon
Lower Manhattan,Flavours,9.6,12,9,4,2023-03-13,Mon,Afternoon
Lower Manhattan,Flavours,5.6,7,5,4,2023-03-14,Tue,Afternoon
Lower Manhattan,Flavours,7.2,9,7,4,2023-03-18,Sat,Afternoon
Astoria,Flavours,5.6,7,6,4,2023-03-18,Sat,Afternoon
Lower Manhattan,Flavours,7.2,9,6,4,2023-03-20,Mon,Afternoon
Hell's Kitchen,Flavours,4.8,6,4,4,2023-03-20,Mon,Evening
Lower Manhattan,Flavours,5.6,7,5,4,2023-03-21,Tue,Afternoon
Lower Manhattan,Flavours,10.4,13,9,4,2023-03-23,Thu,Afternoon
Hell's Kitchen,Flavours,10.4,13,8,4,2023-03-27,Mon,Afternoon
Hell's Kitchen,Flavours,5.6,7,6,4,2023-04-07,Fri,Afternoon
Hell's Kitchen,Flavours,5.6,7,4,4,2023-04-07,Fri,Evening
Astoria,Flavours,8,10,6,4,2023-04-11,Tue,Afternoon
Hell's Kitchen,Flavours,14.4,18,11,4,2023-04-12,Wed,Afternoon
Lower Manhattan,Flavours,12.8,16,8,4,2023-04-12,Wed,Afternoon
Astoria,Flavours,5.6,7,5,4,2023-04-12,Wed,Afternoon
Hell's Kitchen,Flavours,7.2,9,6,4,2023-04-13,Thu,Afternoon
Lower Manhattan,Flavours,11.2,14,8,4,2023-04-15,Sat,Afternoon
Lower Manhattan,Flavours,12,15,10,4,2023-04-16,Sun,Afternoon
Lower Manhattan,Flavours,8.8,11,9,4,2023-04-17,Mon,Afternoon
Lower Manhattan,Flavours,11.2,14,10,4,2023-04-20,Thu,Afternoon
Lower Manhattan,Flavours,7.2,9,6,4,2023-04-21,Fri,Afternoon
Lower Manhattan,Flavours,11.2,14,10,4,2023-04-22,Sat,Afternoon
Astoria,Flavours,8,10,6,4,2023-04-21,Fri,Evening
